4.1,283.15
3.5847,282.87
3.5653,282.94
3.5522,283
3.5383,283.07
3.5242,283.15
3.5123,283.22
3.502,283.3
3.492,283.38
3.482,283.46
3.4719,283.54
3.4619,283.62
3.4518,283.7
3.4414,283.79
3.4305,283.88
3.4195,283.96
3.4086,284.05
3.398,284.14
3.3877,284.23
3.3778,284.33
3.3684,284.42
3.3595,284.51
3.3509,284.61
3.3425,284.7
3.3344,284.8
3.3264,284.9
3.3185,284.99
3.3106,285.09
3.3027,285.19
3.2947,285.29
3.2866,285.4
3.2785,285.5
3.2703,285.6
3.2622,285.71
3.254,285.81
3.2458,285.92
3.2377,286.02
3.2296,286.13
3.2215,286.24
3.2135,286.35
3.2056,286.46
3.1977,286.56
3.19,286.67
3.1824,286.78
3.1749,286.89
3.1677,287.01
3.1607,287.12
3.1541,287.23
3.1478,287.34
3.1418,287.45
3.1361,287.56
3.1308,287.67
3.1257,287.78
3.121,287.89
3.1165,288
3.1122,288.11
3.1082,288.22
3.1044,288.33
3.1008,288.44
3.0974,288.55
3.0941,288.66
3.091,288.77
3.0881,288.87
3.0854,288.98
3.0827,289.09
3.0802,289.2
3.0778,289.31
3.0755,289.42
3.0733,289.53
3.0713,289.63
3.0693,289.74
3.0674,289.85
3.0656,289.96
3.0638,290.07
3.0622,290.17
3.0606,290.28
3.059,290.39
3.0576,290.5
3.0562,290.61
3.0549,290.72
3.0536,290.82
3.0524,290.93
3.0512,291.04
3.0501,291.15
3.0491,291.26
3.0481,291.36
3.0472,291.47
3.0463,291.58
3.0454,291.69
3.0447,291.8
3.0439,291.91
3.0432,292.02
3.0426,292.13
3.042,292.23
3.0415,292.34
3.041,292.45
3.0406,292.56
3.0402,292.67
3.0398,292.78
3.0395,292.89
3.0393,293
3.0391,293.11
3.0389,293.22
3.0388,293.32
3.0387,293.43
3.0387,293.54
3.0387,293.65
3.0388,293.76
3.0389,293.87
3.039,293.98
3.0392,294.09
3.0394,294.2
3.0396,294.3
3.0399,294.41
3.0402,294.52
3.0406,294.63
3.041,294.74
3.0414,294.85
3.0419,294.95
3.0424,295.06
3.043,295.17
3.0435,295.28
3.0441,295.39
3.0448,295.5
3.0454,295.6
3.0461,295.71
3.0468,295.82
3.0475,295.93
3.0483,296.03
3.0491,296.14
3.0499,296.25
3.0507,296.35
3.0516,296.46
3.0525,296.57
3.0534,296.67
3.0543,296.78
3.0553,296.89
3.0562,296.99
3.0572,297.1
3.0582,297.2
3.0592,297.31
3.0602,297.41
3.0613,297.52
3.0623,297.62
3.0634,297.73
3.0645,297.83
3.0657,297.94
3.0668,298.04
3.0679,298.15
3.069,298.25
3.0702,298.36
3.0713,298.46
3.0725,298.56
3.0737,298.67
3.0749,298.77
3.0761,298.87
3.0773,298.98
3.0786,299.08
3.0798,299.18
3.081,299.29
3.0822,299.39
3.0835,299.49
3.0847,299.59
3.086,299.69
3.0873,299.8
3.0885,299.9
3.0898,300
3.0911,300.1
3.0924,300.2
3.0936,300.3
3.0949,300.4
3.0962,300.51
3.0975,300.61
3.0988,300.71
3.1001,300.81
3.1014,300.91
3.1027,301.01
3.104,301.11
3.1052,301.21
3.1065,301.31
3.1078,301.41
3.1091,301.5
3.1104,301.6
3.1117,301.7
3.113,301.8
3.1143,301.9
3.1155,302
3.1168,302.09
3.1181,302.19
3.1193,302.29
3.1206,302.39
3.1218,302.48
3.1231,302.58
3.1243,302.68
3.1256,302.77
3.1268,302.87
3.128,302.97
3.1292,303.06
3.1304,303.16
3.1316,303.25
3.1328,303.35
3.134,303.44
3.1352,303.53
3.1364,303.63
3.1375,303.72
3.1387,303.81
3.1399,303.91
3.141,304
3.1421,304.09
3.1433,304.19
3.1444,304.28
3.1454,304.37
3.1465,304.46
3.1475,304.55
3.1485,304.64
3.1495,304.73
3.1505,304.82
3.1515,304.91
3.1524,305
3.1534,305.09
3.1543,305.18
3.1552,305.26
3.1562,305.35
3.1571,305.44
3.158,305.53
3.1589,305.62
3.1598,305.7
3.1607,305.79
3.1616,305.88
3.1625,305.96
3.1633,306.05
3.1642,306.14
3.1651,306.22
3.1659,306.31
3.1667,306.39
3.1676,306.48
3.1684,306.56
3.1692,306.65
3.17,306.73
3.1707,306.82
3.1715,306.9
3.1723,306.99
3.173,307.07
3.1737,307.15
3.1744,307.24
3.1751,307.32
3.1758,307.4
3.1765,307.48
3.1771,307.57
3.1777,307.65
3.1784,307.73
3.179,307.81
3.1796,307.89
3.1801,307.97
3.1807,308.05
3.1812,308.13
3.1818,308.21
3.1823,308.29
3.1828,308.37
3.1833,308.45
3.1838,308.52
3.1843,308.6
3.1847,308.68
3.1852,308.76
3.1856,308.84
3.186,308.91
3.1865,308.99
3.1869,309.07
3.1873,309.14
3.1877,309.22
3.1881,309.3
3.1884,309.37
3.1888,309.45
3.1892,309.52
3.1895,309.6
3.1899,309.67
3.1902,309.75
3.1905,309.82
3.1908,309.9
3.1911,309.97
3.1914,310.05
3.1917,310.12
3.192,310.19
3.1923,310.27
3.1926,310.34
3.1928,310.42
3.1931,310.49
3.1934,310.56
3.1936,310.64
3.1938,310.71
3.1941,310.78
3.1943,310.85
