4.1,1.0001,1,298.15,298.15,0
4.0828,1,0.99973,298.15,298.15,2.3627
4.0984,1,1,298.15,298.15,0.22097
4.0991,1.0001,1.0001,298.15,298.15,0.13598
4.0999,1,1.0001,298.15,298.15,0.016998
4.099,1,0.99995,298.15,298.15,0.13598
4.0996,1,0.99995,298.15,298.15,0.050994
4.0839,1,0.99973,298.15,298.15,2.2097
4.0879,1,0.99966,298.15,298.15,1.6318
4.0504,0.99998,0.99899,298.15,298.15,7.513
3.957,0.99978,0.99493,298.17,298.15,38.126
3.8884,0.99927,0.98717,298.31,298.15,85.805
3.8522,0.9984,0.9768,298.61,298.15,120.07
3.8401,0.99734,0.96842,299,298.15,131.27
3.8175,0.99614,0.95916,299.42,298.15,159.13
3.8099,0.99478,0.95064,299.89,298.15,167.29
3.82,0.99352,0.94625,300.26,298.15,149.75
3.8202,0.99232,0.94239,300.52,298.15,148.02
3.8083,0.99104,0.9366,300.8,298.15,164.23
3.8146,0.98973,0.93224,301.06,298.15,152.32
3.8183,0.98856,0.92996,301.2,298.15,145.48
3.8198,0.98738,0.92711,301.32,298.15,141.64
3.8342,0.98633,0.92641,301.36,298.15,120.7
3.8633,0.98551,0.92862,301.26,298.15,86.468
3.9096,0.98498,0.93327,301.02,298.15,47.458
4.0308,0.98483,0.94095,300.67,298.15,4.5214
3.9592,0.98469,0.94325,300.34,298.15,22.794
3.942,0.98444,0.9437,300.1,298.15,30.205
3.9745,0.98425,0.94572,299.87,298.15,17.508
4.0642,0.98422,0.94965,299.64,298.15,0.25497
3.9853,0.98417,0.95082,299.44,298.15,14.873
3.9905,0.98403,0.95149,299.28,298.15,13.496
4.0252,0.98398,0.95358,299.13,298.15,6.2892
3.9247,0.98375,0.95084,299.04,298.15,40.302
3.875,0.98325,0.94507,299.07,298.15,76.031
3.8471,0.98249,0.93816,299.22,298.15,102.68
3.8329,0.98153,0.93113,299.47,298.15,117.47
3.8404,0.98063,0.92773,299.67,298.15,107.04
3.8566,0.97985,0.92687,299.78,298.15,88.423
3.8871,0.97926,0.92857,299.78,298.15,60.529
3.9239,0.97889,0.93182,299.67,298.15,36.273
3.9732,0.97869,0.93573,299.51,298.15,16.199
4.0303,0.97865,0.94005,299.32,298.15,4.3514
4.0612,0.97866,0.94321,299.16,298.15,0.25497
4.0633,0.97864,0.94501,299.02,298.15,0.10199
4.0631,0.97864,0.9468,298.9,298.15,0.23797
4.0656,0.97864,0.94822,298.8,298.15,0.016998
4.0652,0.97864,0.94947,298.71,298.15,0.15298
4.0654,0.97865,0.95086,298.63,298.15,0.22097
3.995,0.9786,0.95063,298.57,298.15,12.051
3.9301,0.97838,0.9476,298.54,298.15,35.933
3.8904,0.97796,0.94287,298.61,298.15,61.022
3.8459,0.97727,0.93514,298.78,298.15,101.46
3.8062,0.97621,0.92453,299.13,298.15,150.36
3.7854,0.97486,0.91365,299.64,298.15,175.38
3.7651,0.97335,0.90421,300.2,298.15,188.88
3.7366,0.97167,0.89485,300.85,298.15,213.9
3.7245,0.96985,0.88607,301.55,298.15,227.11
3.7255,0.96801,0.87968,302.19,298.15,223.91
3.7272,0.9662,0.87453,302.71,298.15,219.94
3.7285,0.96443,0.87015,303.13,298.15,216.18
3.7336,0.9627,0.86675,303.46,298.15,203.82
3.7401,0.9611,0.86499,303.64,298.15,189.65
3.7431,0.95962,0.86363,303.71,298.15,182.01
3.7406,0.95814,0.86125,303.77,298.15,183.59
3.7381,0.95659,0.85785,303.86,298.15,183.13
3.7497,0.9552,0.85728,303.85,298.15,160.68
3.7695,0.95404,0.8591,303.68,298.15,130.25
3.7939,0.95311,0.86216,303.37,298.15,98.978
3.8338,0.95249,0.8674,302.93,298.15,59.73
3.8984,0.9522,0.87481,302.37,298.15,22.131
3.9412,0.9521,0.88096,301.82,298.15,9.8927
3.9203,0.95198,0.88421,301.34,298.15,15.332
3.9099,0.95184,0.88646,300.93,298.15,18.8
3.9081,0.95167,0.88815,300.59,298.15,19.582
3.9226,0.95153,0.89015,300.29,298.15,15.264
3.9422,0.95143,0.89247,300.02,298.15,10.675
3.9716,0.95137,0.89488,299.77,298.15,5.5583
3.9802,0.95135,0.89725,299.55,298.15,4.7254
3.9219,0.95126,0.89746,299.37,298.15,17.865
3.8726,0.95102,0.89577,299.26,298.15,39.044
3.8426,0.95061,0.89244,299.24,298.15,57.266
3.8247,0.95007,0.88871,299.3,298.15,70.184
3.8024,0.94942,0.88461,299.41,298.15,90.803
3.7767,0.94852,0.87772,299.65,298.15,120.26
3.7521,0.94737,0.86925,300.01,298.15,154.48
