4.1,1.0001,1,298.15,298.15,0
4.0985,1,0.99998,298.15,298.15,0.20395
4.0982,1,0.99995,298.15,298.15,0.23795
4.0973,1,0.99993,298.15,298.15,0.35692
4.0989,1,0.99992,298.15,298.15,0.13597
4.0817,1,0.9998,298.15,298.15,2.5324
4.0747,1,0.99975,298.15,298.15,3.5522
4.0739,1,0.99935,298.15,298.15,3.6372
4.0725,0.99998,0.99903,298.15,298.15,3.8071
4.0737,0.99995,0.9988,298.15,298.15,3.5862
4.0733,0.99992,0.99863,298.15,298.15,3.6372
4.0729,0.99988,0.99855,298.16,298.15,3.6882
4.0726,0.99985,0.9984,298.16,298.15,3.7052
4.0733,0.99982,0.99829,298.16,298.15,3.5862
4.0732,0.99979,0.99819,298.16,298.15,3.5862
4.0745,0.99976,0.99811,298.16,298.15,3.3822
4.0723,0.99973,0.99804,298.16,298.15,3.7052
4.0731,0.99971,0.998,298.16,298.15,3.5862
4.072,0.99969,0.99797,298.16,298.15,3.7392
4.0738,0.99967,0.99799,298.16,298.15,3.4842
4.0734,0.99966,0.99802,298.16,298.15,3.5352
4.073,0.99964,0.99802,298.16,298.15,3.6032
4.0727,0.99962,0.99799,298.16,298.15,3.6372
4.073,0.9996,0.99795,298.15,298.15,3.5862
4.0739,0.99957,0.99788,298.15,298.15,3.4502
4.0724,0.99954,0.99778,298.16,298.15,3.6542
4.0721,0.99951,0.99766,298.16,298.15,3.6882
4.0727,0.99948,0.99752,298.16,298.15,3.5862
4.0762,0.99944,0.99738,298.16,298.15,3.0423
4.0923,0.9994,0.99729,298.16,298.15,0.76483
4.0856,0.99936,0.99704,298.16,298.15,1.6656
4.0788,0.99931,0.99675,298.16,298.15,2.6004
4.0896,0.99929,0.99714,298.16,298.15,1.1217
4.0184,0.99925,0.99634,298.16,298.15,14.209
3.9704,0.99906,0.99307,298.19,298.15,30.627
3.9465,0.99873,0.98938,298.26,298.15,41.896
3.9294,0.99833,0.98588,298.35,298.15,51.26
3.9067,0.99786,0.98195,298.46,298.15,66.574
3.9136,0.99736,0.97923,298.58,298.15,59.894
3.9215,0.9969,0.9774,298.66,298.15,53.317
3.9273,0.9965,0.97639,298.71,298.15,48.983
3.9206,0.9961,0.97513,298.75,298.15,53.011
3.913,0.99565,0.97295,298.8,298.15,57.668
3.8943,0.99513,0.96985,298.87,298.15,71.418
3.873,0.99446,0.96508,299.01,298.15,89.502
3.8542,0.99361,0.95889,299.22,298.15,107.26
3.8527,0.99274,0.95451,299.43,298.15,107.08
3.8585,0.99191,0.95199,299.59,298.15,99.309
3.8689,0.99114,0.95049,299.69,298.15,87.445
3.8885,0.99048,0.95046,299.73,298.15,68.715
3.9166,0.99005,0.95297,299.65,298.15,47.742
3.9479,0.98975,0.95563,299.53,298.15,30.423
4.0109,0.98959,0.95924,299.37,298.15,9.9597
4.0613,0.98955,0.96272,299.21,298.15,1.7166
3.9708,0.98945,0.9628,299.07,298.15,22.01
3.9467,0.9892,0.96137,299,298.15,32.004
3.961,0.98897,0.96142,298.94,298.15,25.426
4.005,0.98883,0.96324,298.86,298.15,11.659
4.0405,0.98878,0.96533,298.77,298.15,4.9799
4.0744,0.98876,0.96715,298.68,298.15,0.28893
4.076,0.98876,0.96854,298.61,298.15,0.18696
4.0766,0.98876,0.96958,298.54,298.15,0.20395
4.0768,0.98876,0.97047,298.49,298.15,0.25494
4.0785,0.98878,0.97145,298.44,298.15,0.10198
4.0725,0.98878,0.97213,298.4,298.15,0.96878
4.0549,0.98876,0.97247,298.37,298.15,3.4502
4.0527,0.98872,0.97262,298.34,298.15,3.7901
4.0561,0.98866,0.97254,298.31,298.15,3.2803
4.0553,0.98863,0.97297,298.29,298.15,3.4502
4.0546,0.9886,0.97334,298.27,298.15,3.5862
4.0609,0.98857,0.97362,298.26,298.15,2.7024
4.0788,0.98856,0.97417,298.24,298.15,0.30593
4.0461,0.98857,0.97475,298.23,298.15,5.0309
3.9825,0.98848,0.9733,298.23,298.15,19.835
3.9338,0.9882,0.96933,298.27,298.15,41.029
3.8948,0.98774,0.96402,298.38,298.15,66.693
3.868,0.98706,0.95717,298.58,298.15,88.72
3.8527,0.98627,0.95098,298.83,298.15,102.81
3.8458,0.98539,0.94557,299.09,298.15,108.78
3.8587,0.98453,0.94228,299.31,298.15,93.105
3.8925,0.9839,0.94338,299.39,298.15,61.781
3.9834,0.98365,0.94892,299.3,298.15,15.483
3.9391,0.98345,0.95014,299.18,298.15,33.024
3.8829,0.983,0.9462,299.17,298.15,70.449
3.8842,0.98243,0.94344,299.22,298.15,68.189
3.9268,0.98201,0.94487,299.21,298.15,38.19
3.9886,0.98182,0.94843,299.11,298.15,13.784
3.8716,0.98142,0.94338,299.09,298.15,79.355
3.8201,0.98048,0.93286,299.32,298.15,136.05
3.7948,0.9792,0.92216,299.75,298.15,170.52
3.784,0.97774,0.91324,300.26,298.15,180.67
3.7749,0.97624,0.90644,300.74,298.15,180.87
3.7724,0.97482,0.90211,301.13,298.15,171.05
