4.101,1.0001,1,298.15,-0.136
4.101,1.0001,1,298.15,-0.141
4.1017,1,1,298.15,-0.23
4.1006,1.0001,1,298.15,-0.083
4.1116,1.0001,1.0002,298.15,-1.583
4.1162,1.0001,1.0003,298.15,-2.229
4.1167,1.0001,1.0005,298.15,-2.278
4.1176,1.0001,1.0006,298.15,-2.379
4.1167,1.0001,1.0008,298.15,-2.233
4.1171,1.0002,1.0009,298.15,-2.278
4.1174,1.0002,1.001,298.15,-2.312
4.1176,1.0002,1.0011,298.15,-2.326
4.1169,1.0002,1.0011,298.15,-2.234
4.1171,1.0002,1.0012,298.15,-2.247
4.1161,1.0002,1.0011,298.15,-2.111
4.1175,1.0002,1.0011,298.15,-2.312
4.117,1.0003,1.0011,298.15,-2.243
4.1176,1.0003,1.0011,298.15,-2.329
4.1166,1.0003,1.0012,298.15,-2.182
4.1168,1.0003,1.0012,298.15,-2.204
4.1172,1.0003,1.0013,298.15,-2.262
4.1173,1.0003,1.0013,298.15,-2.265
4.1172,1.0004,1.0014,298.15,-2.237
4.1167,1.0004,1.0015,298.15,-2.155
4.1177,1.0004,1.0017,298.15,-2.284
4.118,1.0004,1.0018,298.16,-2.307
4.1176,1.0005,1.0019,298.16,-2.232
4.1153,1.0005,1.002,298.16,-1.911
4.1049,1.0005,1.0018,298.16,-0.478
4.0938,1.0005,1.0015,298.15,1.037
4.0893,1.0005,1.0012,298.15,1.627
4.0959,1.0005,1.0013,298.15,0.711
4.0445,1.0004,1.0004,298.15,8.899
4.0035,1.0003,0.99835,298.17,19.174
3.9827,1.0001,0.99592,298.2,26.219
3.9681,0.99989,0.99379,298.24,32.086
3.9484,0.9996,0.99126,298.29,41.657
3.9538,0.9992,0.98818,298.38,37.482
3.9614,0.9989,0.98771,298.42,33.377
3.9666,0.99865,0.9872,298.45,30.662
3.9606,0.99839,0.98604,298.48,33.179
3.954,0.9981,0.98467,298.51,36.1
3.9379,0.99779,0.9829,298.55,44.706
3.9193,0.99739,0.97999,298.62,56.019
3.9029,0.99687,0.97615,298.72,67.139
3.9012,0.99627,0.97266,298.85,67.011
3.9063,0.99574,0.97088,298.95,62.163
3.9157,0.99527,0.9701,299.02,54.732
3.9333,0.99488,0.97038,299.05,43.015
3.9584,0.99459,0.97156,299.04,29.882
3.9865,0.9944,0.97328,298.99,19.042
4.0404,0.9943,0.97557,298.92,6.238
4.0916,0.9943,0.97818,298.84,-1.074
4.163,0.9944,0.98161,298.75,-13.778
4.1859,0.99458,0.98482,298.71,-20.026
4.1741,0.99472,0.98642,298.67,-15.92
4.1376,0.99482,0.98687,298.62,-7.298
4.1118,0.99483,0.98646,298.57,-3.112
4.0909,0.99484,0.98644,298.53,-0.183
4.0905,0.99483,0.98647,298.49,-0.118
4.0907,0.99483,0.98667,298.45,-0.129
4.0912,0.99483,0.98698,298.42,-0.16
4.0907,0.99483,0.98723,298.4,-0.065
4.0948,0.99483,0.98748,298.37,-0.612
4.1062,0.99484,0.98782,298.35,-2.154
4.108,0.99485,0.98816,298.33,-2.368
4.106,0.99487,0.98853,298.31,-2.045
4.1072,0.9949,0.98899,298.29,-2.165
4.1081,0.99494,0.98948,298.28,-2.24
4.1043,0.99496,0.98961,298.26,-1.697
4.0933,0.99497,0.98957,298.25,-0.194
4.0693,0.99497,0.98949,298.24,3.15
4.0191,0.99491,0.98843,298.23,12.416
3.9763,0.99474,0.98595,298.25,25.683
3.9416,0.99445,0.9822,298.3,41.752
3.918,0.99404,0.97798,298.39,55.536
3.9043,0.99353,0.97383,298.52,64.348
3.8979,0.99298,0.97023,298.65,68.084
3.9093,0.99247,0.96848,298.76,58.27
3.9392,0.99206,0.96854,298.83,38.667
4.0198,0.99185,0.97145,298.81,9.698
4.1826,0.99197,0.97754,298.73,-20.677
4.2358,0.99225,0.98359,298.71,-44.098
4.2364,0.99261,0.98779,298.72,-42.676
4.1992,0.99291,0.98925,298.72,-23.907
4.0355,0.99294,0.98641,298.66,8.616
3.9286,0.99266,0.98021,298.65,49.661
3.8807,0.99206,0.97176,298.78,85.172
3.8567,0.99125,0.96377,298.99,106.74
3.8488,0.99035,0.95733,299.23,113.07
3.8467,0.9894,0.95194,299.47,113.22
3.8506,0.9885,0.94836,299.68,107.08
3.858,0.98769,0.94638,299.84,97.803
3.8645,0.98692,0.94483,299.96,90.233
3.8697,0.98623,0.94378,300.04,84.439
3.8728,0.98556,0.94281,300.1,80.94
3.8735,0.98491,0.94157,300.15,79.765
3.8784,0.98427,0.94051,300.19,74.597
3.8862,0.9837,0.94024,300.2,67.353
3.8983,0.98318,0.94053,300.18,57.399
3.9403,0.98283,0.94309,300.1,31.427
4.1184,0.98277,0.94923,299.92,-8.294
4.2048,0.98301,0.95688,299.74,-37.212
4.2344,0.98339,0.96365,299.63,-53.508
4.252,0.98388,0.96977,299.56,-64.03
4.2377,0.98438,0.97368,299.51,-51.234
4.1827,0.98466,0.97327,299.41,-22.271
4.1256,0.98475,0.97174,299.29,-7.155
4.0986,0.9848,0.97129,299.17,-2.759
4.0785,0.9848,0.97072,299.07,0.024
4.078,0.98478,0.9703,298.98,0.058
4.0852,0.98479,0.97057,298.89,-0.907
4.0944,0.98482,0.97134,298.81,-2.125
4.0958,0.98485,0.97176,298.74,-2.28
4.0957,0.98486,0.97206,298.68,-2.238
4.0986,0.98487,0.97226,298.63,-2.617
4.1107,0.9849,0.97277,298.58,-4.384
4.113,0.98495,0.97354,298.54,-4.653
4.0735,0.98496,0.97331,298.49,0.947
4.0003,0.98491,0.97207,298.46,14.399
3.9465,0.9847,0.96864,298.47,34.273
3.9025,0.9843,0.96347,298.54,60.796
3.8652,0.98365,0.95603,298.7,91.677
3.8366,0.98276,0.94735,298.96,121.18
3.8122,0.98162,0.93769,299.31,151.34
3.7956,0.98024,0.92752,299.75,174.07
3.7921,0.97881,0.91996,300.19,176.21
3.8018,0.97747,0.91593,300.57,156.8
3.8225,0.97633,0.91515,300.83,125.71
3.8586,0.97549,0.91769,300.93,84.902
3.9215,0.97501,0.92337,300.84,37.355
4.0562,0.97492,0.93116,300.57,0.186
4.1883,0.97509,0.93939,300.32,-33.87
4.2424,0.97554,0.94894,300.15,-67.871
4.2768,0.97624,0.95908,300.07,-95.977
4.2949,0.97709,0.96815,300.05,-110.29
4.2995,0.97804,0.97577,300.08,-109.7
4.2887,0.97885,0.97988,300.09,-94.237
4.2634,0.9795,0.98104,300.04,-69.017
4.2315,0.97994,0.98025,299.95,-45.502
4.1917,0.9802,0.97842,299.81,-25.314
4.144,0.98032,0.97619,299.65,-10.71
4.1006,0.98033,0.97388,299.49,-2.923
4.0826,0.98036,0.97294,299.36,-0.347
4.0815,0.98036,0.97228,299.24,-0.259
4.0838,0.98037,0.97185,299.13,-0.617
4.0906,0.98038,0.97177,299.03,-1.589
4.0937,0.98039,0.97174,298.94,-2.034
4.0936,0.98041,0.97173,298.85,-2.018
4.0845,0.98043,0.97169,298.78,-0.721
4.0752,0.98043,0.9714,298.72,0.55
3.9934,0.9804,0.97025,298.66,16.335
3.9302,0.98015,0.96584,298.65,43.096
3.8862,0.97962,0.95877,298.74,73.128
3.8539,0.97888,0.95087,298.92,102.27
