4.096,1.0001,0.99997,298.15,0.551
4.1015,1,0.99999,298.15,-0.201
4.1137,1.0001,1.0003,298.15,-1.874
4.1248,1.0001,1.0006,298.15,-3.449
4.1261,1.0001,1.0009,298.15,-3.608
4.1245,1.0002,1.0012,298.15,-3.335
4.1284,1.0002,1.0015,298.16,-3.874
4.1258,1.0002,1.0017,298.16,-3.458
4.1241,1.0003,1.0017,298.16,-3.197
4.1268,1.0003,1.0017,298.16,-3.603
4.1252,1.0003,1.0016,298.16,-3.383
4.1265,1.0003,1.0017,298.16,-3.562
4.126,1.0004,1.0019,298.16,-3.461
4.1259,1.0004,1.0021,298.16,-3.427
4.1251,1.0004,1.0022,298.16,-3.304
4.1187,1.0004,1.0022,298.16,-2.363
4.103,1.0005,1.002,298.16,-0.182
4.1483,1.0005,1.0029,298.16,-6.997
4.1583,1.0006,1.0036,298.16,-8.801
4.1442,1.0007,1.0039,298.17,-6.146
4.1465,1.0007,1.004,298.18,-6.511
4.158,1.0008,1.0042,298.18,-8.664
4.1087,1.0008,1.0038,298.18,-0.773
4.1026,1.0009,1.0037,298.18,0.063
4.1023,1.0009,1.0032,298.18,0.04
4.1031,1.0009,1.0029,298.17,-0.096
4.1014,1.0009,1.0027,298.17,0.113
4.102,1.0009,1.0024,298.17,-0.002
4.1241,1.0009,1.0025,298.17,-3.116
4.1272,1.0009,1.0028,298.17,-3.538
4.1062,1.001,1.0034,298.17,-0.469
4.0973,1.001,1.003,298.17,0.702
4.1027,1.001,1.0026,298.17,-0.076
4.0763,1.001,1.0026,298.16,3.684
4.0193,1.0009,1.0013,298.16,15.13
3.9776,1.0007,0.99803,298.19,29.155
3.9406,1.0004,0.9937,298.25,47.487
3.9062,0.99988,0.98811,298.37,70.315
3.887,0.99924,0.98224,298.53,84.723
3.8677,0.99847,0.97593,298.73,101.48
3.8523,0.99756,0.96914,298.98,115.73
3.8461,0.99653,0.96272,299.27,120.21
3.8457,0.99553,0.95823,299.53,118.68
3.8442,0.99459,0.95475,299.74,119.05
3.8497,0.99368,0.95225,299.93,111.17
3.8545,0.9928,0.95007,300.09,104.67
3.8558,0.99198,0.94834,300.22,102.42
3.8545,0.99116,0.94645,300.33,103.1
3.8498,0.9903,0.94368,300.45,107.51
3.8451,0.98939,0.94046,300.59,112
3.8403,0.98845,0.9373,300.73,116.72
3.8373,0.98748,0.93404,300.88,119.35
3.8412,0.98652,0.93186,301.02,113.43
3.855,0.98565,0.93112,301.1,96.503
3.8739,0.98496,0.93251,301.1,77.038
3.91,0.98443,0.93525,301.01,47.884
3.9562,0.98418,0.94023,300.81,23.894
3.9949,0.98405,0.94418,300.58,11.973
4.0377,0.98399,0.94764,300.34,3.946
4.1223,0.98398,0.95096,300.1,-8.921
4.195,0.98416,0.95621,299.89,-32.266
4.2294,0.98455,0.96298,299.76,-50.363
4.2318,0.98499,0.96793,299.66,-49.792
4.2027,0.98536,0.97035,299.56,-31.716
4.0439,0.98544,0.96781,299.42,4.762
3.912,0.98515,0.96112,299.34,53.468
3.8662,0.9845,0.95237,299.45,90.123
3.8458,0.98367,0.9447,299.63,109.81
3.8308,0.98269,0.93749,299.88,126.14
3.8218,0.98159,0.93053,300.17,135.83
3.8193,0.98046,0.92513,300.45,137.25
3.8138,0.97934,0.92042,300.71,142.78
3.8099,0.97816,0.91589,300.98,144.31
3.8178,0.97705,0.91355,301.21,129.59
3.8398,0.9761,0.91364,301.34,101.35
3.8689,0.97541,0.91627,301.33,73.023
3.9159,0.97498,0.92068,301.19,39.389
4.0242,0.97482,0.92686,300.93,4.567
4.1766,0.97495,0.93467,300.63,-29.074
4.2228,0.97534,0.94323,300.42,-54.536
4.2409,0.97585,0.95049,300.25,-65.914
4.2256,0.97632,0.95444,300.1,-51.974
4.1672,0.97661,0.95475,299.93,-20.9
3.9728,0.97659,0.95118,299.75,19.324
3.8946,0.97623,0.9446,299.69,60.764
3.8482,0.97551,0.93548,299.79,102.67
3.8186,0.9745,0.92567,300.03,136.95
3.7958,0.97322,0.91555,300.39,164.1
3.777,0.97182,0.90698,300.8,177.51
3.7627,0.97036,0.90012,301.25,180.49
3.7663,0.96895,0.89605,301.68,163.95
3.7737,0.96769,0.89397,301.99,148.67
3.7824,0.96655,0.89287,302.22,134.15
3.7892,0.96552,0.89238,302.36,123.99
3.7891,0.96452,0.89115,302.46,122.94
3.7823,0.96349,0.88908,302.58,130.87
3.7845,0.96243,0.88697,302.71,126.45
3.7921,0.96145,0.88603,302.78,115.38
3.7988,0.96058,0.88634,302.79,106.68
3.7992,0.95975,0.88622,302.76,105.97
3.7982,0.95885,0.8847,302.78,106.45
3.7996,0.95798,0.88359,302.79,104.07
3.8038,0.95715,0.8831,302.77,98.58
3.8101,0.95637,0.88291,302.72,90.929
3.8286,0.95571,0.88442,302.61,71.777
3.8574,0.95524,0.88761,302.4,48.456
3.8852,0.95495,0.89151,302.1,32.446
3.9038,0.95474,0.89464,301.79,24.797
3.9301,0.95455,0.89715,301.5,16.297
3.9765,0.95446,0.90042,301.19,6.553
4.0356,0.95444,0.90353,300.87,-1.315
4.1305,0.95451,0.90743,300.59,-19.96
4.1858,0.95481,0.91402,300.34,-41.156
4.2193,0.95525,0.92063,300.15,-60.537
4.2332,0.95583,0.92719,300.02,-69.028
4.2393,0.95642,0.93236,299.91,-72.325
4.2393,0.95701,0.93662,299.82,-70.511
4.2163,0.95749,0.93825,299.73,-51.34
4.1513,0.95775,0.93648,299.59,-18.596
3.9701,0.95774,0.9323,299.42,17.113
3.8838,0.95738,0.92483,299.38,61.976
3.835,0.95665,0.91477,299.53,103.98
3.7895,0.95561,0.90385,299.81,142.71
3.7527,0.95427,0.89243,300.26,174.58
3.7381,0.95275,0.8823,300.8,193.29
3.7387,0.95114,0.87417,301.37,190.93
3.7413,0.94966,0.86935,301.83,185.5
3.7473,0.94819,0.86551,302.24,173.76
3.7538,0.94683,0.86314,302.57,161.56
3.7565,0.94557,0.86134,302.81,156.08
3.75,0.94426,0.85816,303.06,164.28
3.7424,0.94287,0.85384,303.35,172.22
3.7365,0.94144,0.84996,303.64,176.31
3.7385,0.94003,0.84739,303.92,167.77
3.7434,0.93871,0.84602,304.13,156.47
3.7425,0.93745,0.84452,304.28,154.38
3.7432,0.93619,0.84294,304.43,149.29
3.752,0.93502,0.84251,304.51,134.2
3.7644,0.93402,0.84367,304.48,118.11
3.7862,0.93318,0.84589,304.34,93.502
3.8281,0.93259,0.85045,304.05,56.79
3.9419,0.93234,0.85788,303.58,8.179
4.1403,0.93255,0.86861,302.98,-45.522
4.1692,0.933,0.87786,302.48,-65.131
4.1764,0.93357,0.88563,302.04,-68.573
4.1669,0.93407,0.8903,301.65,-57.671
4.1098,0.9344,0.89123,301.3,-23.18
3.9137,0.93437,0.88769,300.98,18.946
3.8741,0.93413,0.8844,300.78,35.882
3.8576,0.9338,0.88172,300.65,45.305
3.8468,0.9334,0.87932,300.57,52.326
3.8253,0.93289,0.87578,300.55,69.287
3.7997,0.93221,0.87041,300.62,93.909
3.7775,0.93132,0.86396,300.8,118.66
3.7564,0.93023,0.8566,301.09,143.79
3.7387,0.92893,0.84876,301.48,162.68
3.7328,0.92761,0.84317,301.88,162.72
3.7407,0.92636,0.84062,302.22,145.07
3.7558,0.92528,0.84018,302.44,121.98
3.7778,0.92441,0.84167,302.5,96.26
3.81,0.92376,0.84495,302.41,66.82
3.8468,0.92334,0.84921,302.2,41.883
3.8997,0.92314,0.85428,301.87,18.577
3.9529,0.92305,0.85894,301.53,6.207
4.0822,0.92308,0.86401,301.17,-16.764
4.1669,0.92344,0.87292,300.86,-61.263
4.1941,0.92406,0.88232,300.61,-83.695
4.2078,0.92483,0.89081,300.42,-93.47
4.2149,0.92559,0.89706,300.27,-93.354
4.1949,0.92623,0.89985,300.12,-68.484
4.1209,0.92659,0.89805,299.95,-23.607
4.0391,0.92669,0.89527,299.77,-3.837
4.0413,0.92669,0.89388,299.6,-4.406
4.1273,0.92686,0.89658,299.45,-26.714
4.2011,0.92725,0.90273,299.35,-67.082
