1461,SBT4050,1,5,4.169756,-9.90E-05,4742.318,
1461,SBT4050,1,5,4.1680036,-0.06399,4742.329,19.2
1461,SBT4050,1,5,4.1682748,-0.06399,4742.347,19.1
1461,SBT4050,1,5,4.1678696,-0.06399,4742.365,19
1461,SBT4050,1,5,4.1678728,-0.06399,4742.383,19.1
1461,SBT4050,1,5,4.167992,-0.06399,4742.401,19.1
1461,SBT4050,1,5,4.167854,-0.06399,4742.418,19.2
1461,SBT4050,1,5,4.1675084,-0.06399,4742.436,19.1
1461,SBT4050,1,5,4.1676032,-0.06399,4742.454,19.1
1461,SBT4050,1,5,4.1675816,-0.06399,4742.472,19
1461,SBT4050,1,5,4.1672596,-0.06399,4742.489,19.1
1461,SBT4050,1,5,4.1676472,-0.06399,4742.507,19.1
1461,SBT4050,1,5,4.1652156,-0.15998,4742.542,19.1
1461,SBT4050,1,5,4.1478056,-0.928,4742.724,19.1
1461,SBT4050,1,5,4.115372,-2.304,4743.228,19
1461,SBT4050,1,5,4.1071712,-2.528,4743.908,19.1
1461,SBT4050,1,5,4.0746324,-3.84,4744.845,19.1
1461,SBT4050,1,5,4.020696,-6.08,4746.312,19.1
1461,SBT4050,1,5,3.9975944,-6.783,4748.127,19
1461,SBT4050,1,5,4.0710548,-3.104,4749.353,19
1461,SBT4050,1,5,4.1008212,-1.728,4749.969,19.1
1461,SBT4050,1,5,4.1159588,-1.0881,4750.334,19.1
1461,SBT4050,1,5,4.1058408,-1.6,4750.728,19.2
1461,SBT4050,1,5,4.1126352,-1.2798,4751.115,19.1
1461,SBT4050,1,5,4.056358,-3.8401,4751.929,19
1461,SBT4050,1,5,4.0725116,-2.9118,4752.83,19
1461,SBT4050,1,5,4.01991,-5.248,4754.056,19.2
1461,SBT4050,1,5,3.992104,-6.272,4755.697,19.1
1461,SBT4050,1,5,3.9764656,-6.72,4757.519,19.1
1461,SBT4050,1,5,3.9777356,-6.399,4759.329,19
1461,SBT4050,1,5,4.0218148,-4.1602,4760.706,19.1
1461,SBT4050,1,5,4.0414116,-3.2319,4761.695,19.1
1461,SBT4050,1,5,4.0512672,-2.784,4762.513,19.1
1461,SBT4050,1,5,4.0571436,-2.5279,4763.24,19.1
1461,SBT4050,1,5,4.0797724,-1.5039,4763.759,19
1461,SBT4050,1,5,4.105376,-0.41606,4763.982,19.1
1461,SBT4050,1,5,4.1584684,1.8881,4764.024,19.1
1461,SBT4050,1,5,4.2114752,4.0319,4764.024,19.1
1461,SBT4050,1,5,4.2162992,3.9036,4764.024,19
1461,SBT4050,1,5,4.2008484,2.9119,4764.024,19.1
1461,SBT4050,1,5,4.1976412,2.5921,4764.024,19.2
1461,SBT4050,1,5,4.2237904,3.6482,4764.024,19.2
1461,SBT4050,1,5,4.234628,3.904,4764.024,19.1
1461,SBT4050,1,5,4.205732,2.3999,4764.024,19.1
1461,SBT4050,1,5,4.17142,0.768,4764.024,19.1
1461,SBT4050,1,5,4.1545672,0.032003,4764.024,19.2
1461,SBT4050,1,5,4.1613628,0.38397,4764.024,19.2
1461,SBT4050,1,5,4.163976,0.512,4764.024,19.2
1461,SBT4050,1,5,4.1547632,0.09599,4764.024,19.1
1461,SBT4050,1,5,4.1416572,-0.48006,4764.109,19.1
1461,SBT4050,1,5,4.1505128,-0.032001,4764.163,19.2
1461,SBT4050,1,5,4.1702132,0.8639,4764.166,19.2
1461,SBT4050,1,5,4.1808304,1.2799,4764.166,19.1
1461,SBT4050,1,5,4.1597516,0.25596,4764.166,19.1
1461,SBT4050,1,5,4.148188,-0.256,4764.212,19.1
1461,SBT4050,1,5,4.1460116,-0.31997,4764.294,19.1
1461,SBT4050,1,5,4.1452844,-0.32,4764.383,19.2
1461,SBT4050,1,5,4.139682,-0.544,4764.512,19.2
1461,SBT4050,1,5,4.1383588,-0.5758,4764.669,19.2
1461,SBT4050,1,5,4.1035212,-2.1117,4765.103,19.1
1461,SBT4050,1,5,4.1256804,-0.9599,4765.484,19.1
1461,SBT4050,1,5,4.1244384,-0.9919,4765.756,19.2
1461,SBT4050,1,5,4.1302196,-0.704,4765.98,19.2
1461,SBT4050,1,5,4.115622,-1.3437,4766.29,19.2
1461,SBT4050,1,5,4.1177944,-1.1839,4766.635,19.2
1461,SBT4050,1,5,4.1254828,-0.8,4766.895,19.2
1461,SBT4050,1,5,4.1252312,-0.7999,4767.118,19.3
1461,SBT4050,1,5,4.0826644,-2.7201,4767.683,19.3
1461,SBT4050,1,5,4.0434012,-4.3523,4768.731,19.3
1461,SBT4050,1,5,4.0109668,-5.601,4770.163,19.2
1461,SBT4050,1,5,3.9887184,-6.336,4771.85,19.1
1461,SBT4050,1,5,3.9878736,-6.078,4773.564,19.2
1461,SBT4050,1,5,4.0165296,-4.5121,4774.972,19.2
1461,SBT4050,1,5,4.0422992,-3.2325,4775.997,19.2
1461,SBT4050,1,5,4.0489148,-2.912,4776.837,19.1
1461,SBT4050,1,5,4.0420516,-3.1998,4777.697,19.1
1461,SBT4050,1,5,4.0341724,-3.5198,4778.644,19.2
1461,SBT4050,1,5,4.0451448,-2.9119,4779.513,19.2
1461,SBT4050,1,5,4.0746704,-1.5361,4780.075,19.2
1461,SBT4050,1,5,4.1112388,0.064,4780.227,19.1
1461,SBT4050,1,5,4.114238,0.064,4780.227,19.1
1461,SBT4050,1,5,4.14135,1.1839,4780.227,19.1
1461,SBT4050,1,5,4.1121736,-0.32001,4780.284,19.1
1461,SBT4050,1,5,4.1125432,-0.32001,4780.373,19.2
1461,SBT4050,1,5,4.1316828,0.512,4780.405,19.2
1461,SBT4050,1,5,4.1272952,0.22397,4780.405,19.1
1461,SBT4050,1,5,4.1315208,0.35195,4780.405,19.2
1461,SBT4050,1,5,4.1227604,-0.09601,4780.422,19.2
1461,SBT4050,1,5,4.1816216,2.5602,4780.432,19.3
1461,SBT4050,1,5,4.241766,5.119,4780.432,19.2
1461,SBT4050,1,5,4.2472148,4.99,4780.432,19.2
1461,SBT4050,1,5,4.224816,3.6797,4780.432,19.1
1461,SBT4050,1,5,4.1804524,1.5041,4780.432,19.2
1461,SBT4050,1,5,4.1677464,0.928,4780.432,19.3
1461,SBT4050,1,5,4.170334,1.0559,4780.432,19.3
1461,SBT4050,1,5,4.1663996,0.8638,4780.432,19.2
1461,SBT4050,1,5,4.1538236,0.28798,4780.432,19.1
1461,SBT4050,1,5,4.1484112,0.064,4780.432,19.2
1461,SBT4050,1,5,4.1470576,0.032001,4780.432,19.3
1461,SBT4050,1,5,4.1441924,-0.064,4780.443,19.2
1461,SBT4050,1,5,4.1436848,-0.06399,4780.461,19.2
1461,SBT4050,1,5,4.1434288,-0.06399,4780.479,19.1
1461,SBT4050,1,5,4.1431072,-0.06399,4780.496,19.1
1461,SBT4050,1,5,4.1428048,-0.06399,4780.514,19.2
1461,SBT4050,1,5,4.1426972,-0.06399,4780.532,19.2
1461,SBT4050,1,5,4.1425464,-0.064,4780.55,19.2
1461,SBT4050,1,5,4.142296,-0.06399,4780.568,19.1
1461,SBT4050,1,5,4.1422004,-0.06399,4780.585,19.1
1461,SBT4050,1,5,4.14226,-0.064,4780.603,19.3
