3.9675,1,0.99842,298.15,33.992
3.9646,0.99974,0.99438,298.21,33.992
3.9631,0.99946,0.99216,298.26,33.992
3.9619,0.99919,0.99042,298.31,33.992
3.9609,0.99891,0.98892,298.36,33.992
3.96,0.99863,0.98764,298.4,33.992
3.9592,0.99835,0.98644,298.44,33.992
3.9584,0.99807,0.98531,298.47,33.992
3.9577,0.9978,0.98427,298.51,33.992
3.9571,0.99752,0.98329,298.54,33.992
3.9565,0.99724,0.98237,298.56,33.992
3.9559,0.99696,0.98148,298.59,33.992
3.9553,0.99669,0.98062,298.61,33.992
3.9548,0.99641,0.97979,298.64,33.992
3.9542,0.99613,0.97898,298.66,33.992
3.9537,0.99585,0.9782,298.67,33.992
3.9532,0.99557,0.97745,298.69,33.992
3.9527,0.9953,0.97673,298.71,33.992
3.9523,0.99502,0.97602,298.72,33.992
3.9518,0.99474,0.97533,298.73,33.992
3.9513,0.99446,0.97465,298.75,33.992
3.9509,0.99419,0.97397,298.76,33.992
3.9505,0.99391,0.97331,298.77,33.992
3.95,0.99363,0.97267,298.78,33.992
3.9496,0.99335,0.97203,298.79,33.992
3.9492,0.99308,0.9714,298.8,33.992
3.9488,0.9928,0.97079,298.81,33.992
3.9484,0.99252,0.97019,298.82,33.992
3.9481,0.99224,0.96959,298.83,33.992
3.9477,0.99196,0.96902,298.83,33.992
3.9473,0.99169,0.96844,298.84,33.992
3.947,0.99141,0.96788,298.84,33.992
3.9466,0.99113,0.96732,298.85,33.992
3.9463,0.99085,0.96676,298.86,33.992
3.9459,0.99058,0.96621,298.86,33.992
3.9456,0.9903,0.96567,298.87,33.992
3.9452,0.99002,0.96513,298.87,33.992
3.9449,0.98974,0.9646,298.88,33.992
3.9446,0.98946,0.96407,298.88,33.992
3.9443,0.98919,0.96355,298.88,33.992
3.944,0.98891,0.96304,298.89,33.992
3.9437,0.98863,0.96253,298.89,33.992
3.9434,0.98835,0.96203,298.89,33.992
3.9431,0.98808,0.96153,298.9,33.992
3.9428,0.9878,0.96103,298.9,33.992
3.9425,0.98752,0.96054,298.9,33.992
3.9422,0.98724,0.96005,298.91,33.992
3.9419,0.98696,0.95957,298.91,33.992
3.9416,0.98669,0.95909,298.91,33.992
3.9413,0.98641,0.95861,298.91,33.992
3.9411,0.98613,0.95813,298.92,33.992
3.9408,0.98585,0.95766,298.92,33.992
3.9405,0.98558,0.95719,298.92,33.992
3.9403,0.9853,0.95673,298.92,33.992
3.94,0.98502,0.95627,298.93,33.992
3.9398,0.98474,0.95581,298.93,33.992
3.9395,0.98446,0.95535,298.93,33.992
3.9393,0.98419,0.9549,298.93,33.992
3.939,0.98391,0.95446,298.93,33.992
3.9388,0.98363,0.95401,298.93,33.992
3.9385,0.98335,0.95357,298.94,33.992
3.9383,0.98308,0.95313,298.94,33.992
3.9381,0.9828,0.95269,298.94,33.992
3.9378,0.98252,0.95225,298.94,33.992
3.9376,0.98224,0.95181,298.94,33.992
3.9374,0.98197,0.95138,298.94,33.992
3.9372,0.98169,0.95095,298.94,33.992
3.9369,0.98141,0.95052,298.95,33.992
3.9367,0.98113,0.9501,298.95,33.992
3.9365,0.98085,0.94967,298.95,33.992
3.9363,0.98058,0.94925,298.95,33.992
3.9361,0.9803,0.94883,298.95,33.992
3.9359,0.98002,0.94841,298.95,33.992
3.9356,0.97974,0.948,298.95,33.992
3.9354,0.97947,0.94758,298.95,33.992
3.9352,0.97919,0.94717,298.95,33.992
3.935,0.97891,0.94676,298.95,33.992
3.9348,0.97863,0.94636,298.95,33.992
3.9346,0.97835,0.94595,298.96,33.992
3.9344,0.97808,0.94555,298.96,33.992
3.9342,0.9778,0.94514,298.96,33.992
3.9341,0.97752,0.94474,298.96,33.992
3.9339,0.97724,0.94434,298.96,33.992
3.9337,0.97697,0.94394,298.96,33.992
3.9335,0.97669,0.94355,298.96,33.992
3.9333,0.97641,0.94315,298.96,33.992
3.9331,0.97613,0.94276,298.96,33.992
3.9329,0.97585,0.94236,298.96,33.992
3.9328,0.97558,0.94197,298.96,33.992
3.9326,0.9753,0.94158,298.96,33.992
3.9324,0.97502,0.94119,298.96,33.992
3.9322,0.97474,0.9408,298.96,33.992
3.932,0.97447,0.94042,298.96,33.992
3.9319,0.97419,0.94003,298.96,33.992
3.9317,0.97391,0.93965,298.96,33.992
3.9315,0.97363,0.93926,298.96,33.992
3.9314,0.97335,0.93888,298.96,33.992
3.9312,0.97308,0.9385,298.97,33.992
3.931,0.9728,0.93813,298.97,33.992
3.9309,0.97252,0.93775,298.97,33.992
3.9307,0.97224,0.93737,298.97,33.992
3.9305,0.97196,0.937,298.97,33.992
3.9304,0.97169,0.93663,298.97,33.992
3.9302,0.97141,0.93625,298.97,33.992
3.93,0.97113,0.93588,298.97,33.992
3.9299,0.97085,0.93551,298.97,33.992
3.9297,0.97058,0.93514,298.97,33.992
3.9296,0.9703,0.93477,298.97,33.992
3.9294,0.97002,0.93441,298.97,33.992
3.9292,0.96974,0.93404,298.97,33.992
3.9291,0.96946,0.93367,298.97,33.992
3.9289,0.96919,0.93331,298.97,33.992
3.9288,0.96891,0.93294,298.97,33.992
3.9286,0.96863,0.93258,298.97,33.992
3.9285,0.96835,0.93222,298.97,33.992
3.9283,0.96807,0.93185,298.97,33.992
3.9282,0.9678,0.93149,298.97,33.992
3.928,0.96752,0.93113,298.97,33.992
3.9279,0.96724,0.93077,298.97,33.992
3.9277,0.96696,0.93042,298.97,33.992
3.9276,0.96669,0.93006,298.97,33.992
3.9274,0.96641,0.9297,298.97,33.992
3.9273,0.96613,0.92935,298.97,33.992
