1515,NaN,1,5,4.1699108,-0.0001,9228.1,NaN,NaN
1515,NaN,1,5,4.0633736,-5.001,9228.272,20.2,NaN
1515,NaN,1,5,4.0499148,-4.998,9229.66,20.3,NaN
1515,NaN,1,5,4.0427652,-4.999,9231.049,20.3,NaN
1515,NaN,1,5,4.0370724,-4.999,9232.438,20.2,NaN
1515,NaN,1,5,4.0318152,-5.001,9233.827,20.2,NaN
1515,NaN,1,5,4.0270772,-5.001,9235.215,20.2,NaN
1515,NaN,1,5,4.0229884,-4.999,9236.604,20.2,NaN
1515,NaN,1,5,4.0191184,-4.999,9237.993,20.3,NaN
1515,NaN,1,5,4.0154588,-5,9239.382,20.2,NaN
1515,NaN,1,5,4.0117932,-5,9240.77,20.2,NaN
1515,NaN,1,5,4.0087936,-4.999,9242.159,20.2,NaN
1515,NaN,1,5,4.0058848,-4.999,9243.548,20.2,NaN
1515,NaN,1,5,4.00297,-4.999,9244.936,20.3,NaN
1515,NaN,1,5,4.0000256,-4.999,9246.325,20.2,NaN
1515,NaN,1,5,3.9973636,-5,9247.714,20.2,NaN
1515,NaN,1,5,3.994896,-4.999,9249.103,20.2,NaN
1515,NaN,1,5,3.9924524,-4.999,9250.491,20.3,NaN
1515,NaN,1,5,3.9898176,-4.999,9251.88,20.3,NaN
1515,NaN,1,5,3.9875456,-4.999,9253.269,20.3,NaN
1515,NaN,1,5,3.9855032,-4.999,9254.657,20.3,NaN
1515,NaN,1,5,3.9832856,-5,9256.046,20.2,NaN
1515,NaN,1,5,3.9810228,-4.999,9257.435,20.3,NaN
1515,NaN,1,5,3.9790556,-5,9258.824,20.3,NaN
1515,NaN,1,5,3.976818,-4.999,9260.212,20.3,NaN
1515,NaN,1,5,3.975042,-4.999,9261.601,20.3,NaN
1515,NaN,1,5,3.9731244,-5,9262.99,20.3,NaN
1515,NaN,1,5,3.97133,-4.999,9264.379,20.3,NaN
1515,NaN,1,5,3.96953,-4.999,9265.767,20.4,NaN
1515,NaN,1,5,3.9676408,-4.999,9267.156,20.4,NaN
1515,NaN,1,5,3.965686,-5,9268.545,20.3,NaN
1515,NaN,1,5,3.9637096,-4.999,9269.933,20.3,NaN
1515,NaN,1,5,3.9620288,-5,9271.322,20.4,NaN
1515,NaN,1,5,3.9602024,-5,9272.711,20.4,NaN
1515,NaN,1,5,3.95896,-4.999,9274.1,20.4,NaN
1515,NaN,1,5,3.957458,-5,9275.488,20.4,NaN
1515,NaN,1,5,3.9555368,-4.999,9276.877,20.4,NaN
1515,NaN,1,5,3.9542136,-5,9278.266,20.4,NaN
1515,NaN,1,5,3.9526148,-4.999,9279.655,20.4,NaN
1515,NaN,1,5,3.9510652,-4.999,9281.043,20.4,NaN
1515,NaN,1,5,3.9495636,-4.999,9282.432,20.4,NaN
1515,NaN,1,5,3.94768,-5,9283.821,20.4,NaN
1515,NaN,1,5,3.9465752,-5,9285.21,20.4,NaN
1515,NaN,1,5,3.9449316,-5,9286.598,20.4,NaN
1515,NaN,1,5,3.9436564,-4.999,9287.987,20.5,NaN
1515,NaN,1,5,3.9422284,-5,9289.376,20.4,NaN
1515,NaN,1,5,3.9408572,-4.999,9290.764,20.4,NaN
1515,NaN,1,5,3.939378,-4.999,9292.153,20.4,NaN
1515,NaN,1,5,3.9379236,-5,9293.542,20.5,NaN
1515,NaN,1,5,3.9366404,-4.999,9294.931,20.5,NaN
1515,NaN,1,5,3.9353108,-4.999,9296.319,20.5,NaN
1515,NaN,1,5,3.933904,-4.999,9297.708,20.5,NaN
1515,NaN,1,5,3.9327476,-4.999,9299.097,20.5,NaN
1515,NaN,1,5,3.9317464,-4.999,9300.486,20.5,NaN
1515,NaN,1,5,3.9303632,-4.999,9301.874,20.5,NaN
1515,NaN,1,5,3.9292664,-4.999,9303.263,20.5,NaN
1515,NaN,1,5,3.9278032,-4.999,9304.652,20.5,NaN
1515,NaN,1,5,3.926884,-5,9306.04,20.5,NaN
1515,NaN,1,5,3.9255728,-4.999,9307.429,20.5,NaN
1515,NaN,1,5,3.9242364,-4.999,9308.818,20.6,NaN
1515,NaN,1,5,3.9228772,-5,9310.207,20.6,NaN
1515,NaN,1,5,3.92185,-5,9311.595,20.6,NaN
1515,NaN,1,5,3.9207176,-5.001,9312.984,20.5,NaN
1515,NaN,1,5,3.9195804,-4.999,9314.373,20.6,NaN
1515,NaN,1,5,3.9184596,-4.999,9315.762,20.6,NaN
1515,NaN,1,5,3.9172816,-5.001,9317.151,20.6,NaN
1515,NaN,1,5,3.9163948,-4.999,9318.539,20.6,NaN
1515,NaN,1,5,3.9151552,-4.999,9319.928,20.6,NaN
1515,NaN,1,5,3.9141756,-4.999,9321.317,20.6,NaN
1515,NaN,1,5,3.9129356,-4.999,9322.706,20.6,NaN
1515,NaN,1,5,3.9121548,-4.999,9324.094,20.6,NaN
1515,NaN,1,5,3.911118,-4.999,9325.483,20.6,NaN
1515,NaN,1,5,3.9101104,-5.001,9326.872,20.6,NaN
1515,NaN,1,5,3.908988,-4.999,9328.261,20.6,NaN
1515,NaN,1,5,3.9080104,-5.001,9329.649,20.6,NaN
1515,NaN,1,5,3.9070728,-4.999,9331.038,20.7,NaN
1515,NaN,1,5,3.9060836,-4.999,9332.427,20.7,NaN
1515,NaN,1,5,3.9050268,-4.999,9333.816,20.7,NaN
1515,NaN,1,5,3.9040252,-4.999,9335.204,20.7,NaN
1515,NaN,1,5,3.903128,-4.999,9336.593,20.7,NaN
1515,NaN,1,5,3.902186,-4.999,9337.982,20.7,NaN
1515,NaN,1,5,3.9013052,-4.999,9339.371,20.7,NaN
1515,NaN,1,5,3.9005132,-5.001,9340.76,20.7,NaN
1515,NaN,1,5,3.89944,-4.999,9342.148,20.7,NaN
1515,NaN,1,5,3.8985976,-4.999,9343.537,20.7,NaN
1515,NaN,1,5,3.8975604,-4.999,9344.926,20.7,NaN
1515,NaN,1,5,3.8968592,-5.001,9346.315,20.8,NaN
1515,NaN,1,5,3.8960604,-4.999,9347.703,20.8,NaN
1515,NaN,1,5,3.8950908,-5.001,9349.092,20.8,NaN
1515,NaN,1,5,3.8943476,-4.999,9350.481,20.8,NaN
1515,NaN,1,5,3.8935488,-4.999,9351.87,20.8,NaN
1515,NaN,1,5,3.8928292,-4.999,9353.258,20.8,NaN
1515,NaN,1,5,3.8917448,-4.999,9354.647,20.8,NaN
1515,NaN,1,5,3.8909552,-4.999,9356.036,20.8,NaN
1515,NaN,1,5,3.8902996,-4.999,9357.425,20.8,NaN
1515,NaN,1,5,3.8894452,-4.999,9358.813,20.8,NaN
1515,NaN,1,5,3.8888044,-4.999,9360.202,20.8,NaN
1515,NaN,1,5,3.8878388,-5.001,9361.591,20.8,NaN
1515,NaN,1,5,3.8870884,-4.999,9362.98,20.8,NaN
1515,NaN,1,5,3.8863016,-4.999,9364.368,20.8,NaN
1515,NaN,1,5,3.8853948,-5.001,9365.757,20.8,NaN
1515,NaN,1,5,3.8848584,-4.999,9367.146,20.8,NaN
1515,NaN,1,5,3.8840552,-4.999,9368.535,20.8,NaN
1515,NaN,1,5,3.88303,-4.999,9369.923,20.8,NaN
1515,NaN,1,5,3.8824632,-4.998,9371.312,20.9,NaN
1515,NaN,1,5,3.8816056,-4.999,9372.701,20.9,NaN
1515,NaN,1,5,3.8811048,-4.999,9374.09,20.9,NaN
