1459,SBT4050,1,5,4.1700888,-0.0001,9815.946,
1459,SBT4050,1,5,4.1695524,-0.029,9815.946,18
1459,SBT4050,1,5,4.1704864,0.010999,9815.954,18
1459,SBT4050,1,5,4.17206,0.09998,9815.954,18
1459,SBT4050,1,5,4.1741564,0.18399,9815.954,18
1459,SBT4050,1,5,4.17486,0.19202,9815.954,18
1459,SBT4050,1,5,4.1745864,0.17801,9815.954,18
1459,SBT4050,1,5,4.175874,0.20698,9815.954,18
1459,SBT4050,1,5,4.1753932,0.18398,9815.954,18
1459,SBT4050,1,5,4.1752276,0.17097,9815.954,18
1459,SBT4050,1,5,4.1759072,0.19199,9815.954,18
1459,SBT4050,1,5,4.1756064,0.18001,9815.954,18
1459,SBT4050,1,5,4.1762384,0.18998,9815.954,18
1459,SBT4050,1,5,4.1758484,0.18498,9815.954,18
1459,SBT4050,1,5,4.176242,0.18298,9815.954,18
1459,SBT4050,1,5,4.1762288,0.17599,9815.954,18
1459,SBT4050,1,5,4.1753464,0.12601,9815.954,18
1459,SBT4050,1,5,4.1729368,0.010001,9815.954,18
1459,SBT4050,1,5,4.1798832,0.373,9815.954,18
1459,SBT4050,1,5,4.1830904,0.46898,9815.954,18
1459,SBT4050,1,5,4.1810612,0.32799,9815.954,18
1459,SBT4050,1,5,4.1814548,0.34701,9815.954,18
1459,SBT4050,1,5,4.1838696,0.46198,9815.954,18
1459,SBT4050,1,5,4.1764776,0.040999,9815.954,18
1459,SBT4050,1,5,4.1741892,-0.002999,9815.954,18
1459,SBT4050,1,5,4.1739728,-0.001999,9815.955,18
1459,SBT4050,1,5,4.1737564,0.005001,9815.955,18
1459,SBT4050,1,5,4.1735256,-0.005999,9815.955,18
1459,SBT4050,1,5,4.1729188,0,9815.957,18
1459,SBT4050,1,5,4.1765796,0.16597,9815.957,18.1
1459,SBT4050,1,5,4.1776644,0.189,9815.957,18
1459,SBT4050,1,5,4.1744656,0.025002,9815.957,18
1459,SBT4050,1,5,4.1729148,-0.037001,9815.957,18.1
1459,SBT4050,1,5,4.1733776,0.004,9815.967,18
1459,SBT4050,1,5,4.1689356,-0.19601,9815.97,18
1459,SBT4050,1,5,4.155812,-0.8069,9816.034,18
1459,SBT4050,1,5,4.1381844,-1.555,9816.271,18
1459,SBT4050,1,5,4.1140828,-2.533,9816.718,18
1459,SBT4050,1,5,4.084178,-3.7504,9817.442,18
1459,SBT4050,1,5,4.0612084,-4.5192,9818.496,18
1459,SBT4050,1,5,4.0362728,-5.412,9819.765,18
1459,SBT4050,1,5,4.013474,-6.171,9821.281,18
1459,SBT4050,1,5,4.0005768,-6.41,9822.999,18
1459,SBT4050,1,5,3.9956044,-6.331,9824.778,18
1459,SBT4050,1,5,3.9898236,-6.35,9826.537,18
1459,SBT4050,1,5,3.9933916,-5.928,9828.294,18
1459,SBT4050,1,5,3.9968004,-5.583,9829.935,18
1459,SBT4050,1,5,3.9966132,-5.462,9831.484,18
1459,SBT4050,1,5,3.9930236,-5.5,9833.001,18
1459,SBT4050,1,5,3.9855856,-5.733,9834.533,18
1459,SBT4050,1,5,3.9767428,-5.972,9836.129,18
1459,SBT4050,1,5,3.9683512,-6.224,9837.792,18
1459,SBT4050,1,5,3.9612532,-6.366,9839.523,17.9
1459,SBT4050,1,5,3.9639352,-6.05,9841.286,17.9
1459,SBT4050,1,5,3.9790444,-5.146,9842.952,18
1459,SBT4050,1,5,3.9994036,-4.1094,9844.365,18
1459,SBT4050,1,5,4.0319568,-2.5541,9845.481,18
1459,SBT4050,1,5,4.0617928,-1.2737,9846.17,18
1459,SBT4050,1,5,4.07972,-0.6389,9846.514,18
